run_name,category,num_questions,recall_initial_turns_vector,recall_initial_events_vector,recall_after_event_fusion,recall_after_link_expansion,recall_final_turns,recall_final_events,total_lost_in_pruning,total_lost_in_reranking
run_gpt-4o-mini_full_sync_20251219_165940,1,32,0.20052083333333331,0.38645833333333335,0.5,0.5260416666666666,0.0,0.0,0.0,39.0
run_gpt-4o-mini_full_sync_20251219_165940,2,37,0.6756756756756757,0.5900900900900901,0.7837837837837838,0.8108108108108109,0.0,0.0,0.0,30.0
run_gpt-4o-mini_full_sync_20251219_165940,3,11,0.3181818181818182,0.446969696969697,0.7272727272727273,0.7727272727272727,0.0,0.0,0.0,15.0
run_gpt-4o-mini_full_sync_20251219_165940,4,70,0.4928571428571429,0.6357142857142857,0.8142857142857143,0.8714285714285714,0.0,0.0,0.0,62.0
run_gpt-4o-mini_full_sync_20251219_165940,5,47,0.35106382978723405,0.5283687943262411,0.6170212765957447,0.6808510638297872,0.0,0.0,0.0,33.0
run_gpt-4o-mini_full_sync_20251219_165940,Overall,197,"{'recall_initial_turns_vector': 0.4361252115059221, 'recall_initial_events_vector': nan, 'recall_after_event_fusion': nan, 'recall_after_link_expansion': nan, 'recall_final_turns': nan, 'recall_final_events': nan, 'total_lost_in_pruning': nan, 'total_lost_in_reranking': nan}","{'recall_initial_turns_vector': nan, 'recall_initial_events_vector': 0.5505076142131979, 'recall_after_event_fusion': nan, 'recall_after_link_expansion': nan, 'recall_final_turns': nan, 'recall_final_events': nan, 'total_lost_in_pruning': nan, 'total_lost_in_reranking': nan}","{'recall_initial_turns_vector': nan, 'recall_initial_events_vector': nan, 'recall_after_event_fusion': 0.7055837563451777, 'recall_after_link_expansion': nan, 'recall_final_turns': nan, 'recall_final_events': nan, 'total_lost_in_pruning': nan, 'total_lost_in_reranking': nan}","{'recall_initial_turns_vector': nan, 'recall_initial_events_vector': nan, 'recall_after_event_fusion': nan, 'recall_after_link_expansion': 0.7529610829103215, 'recall_final_turns': nan, 'recall_final_events': nan, 'total_lost_in_pruning': nan, 'total_lost_in_reranking': nan}","{'recall_initial_turns_vector': nan, 'recall_initial_events_vector': nan, 'recall_after_event_fusion': nan, 'recall_after_link_expansion': nan, 'recall_final_turns': 0.0, 'recall_final_events': nan, 'total_lost_in_pruning': nan, 'total_lost_in_reranking': nan}","{'recall_initial_turns_vector': nan, 'recall_initial_events_vector': nan, 'recall_after_event_fusion': nan, 'recall_after_link_expansion': nan, 'recall_final_turns': nan, 'recall_final_events': 0.0, 'total_lost_in_pruning': nan, 'total_lost_in_reranking': nan}",,
